start	end	text
2834280	2835060	de toute façon
2835060	2835380	oui c'est ça
2835380	2835760	de toute façon
2835760	2836480	ils sont prêts toutes les deux
2836480	2837820	il y a pas mal de compromis
2837820	2838500	et oui oui
2838500	2838860	voilà
2838860	2840440	mais ça c'est l'extrême droite
2840440	2840860	que j'aime bien
2840860	2841340	celle qui est prête
2841340	2842000	à faire des compromis
2842000	2842520	pour enfin
2842520	2843780	et puis qui a une certaine preuve
2843780	2844440	de maturité
2844440	2845300	oui voilà
2845300	2846480	on déteste pas les mêmes
2846480	2847600	mais on déteste les mêmes
2847600	2849300	pas exactement les mêmes
2849300	2849560	mais
2849560	2850880	on s'accorde sur certains
2850880	2851600	voilà c'est pas
2851600	2852620	c'est pas compliqué
2852620	2854860	c'est pas compliqué d'être raciste
2854860	2855520	voilà
2855520	2856360	mais non mais c'est
2856360	2857680	merci de le dire
2857680	2858720	parce que c'est un pragmatisme
2858720	2859840	que certains racistes oublient
2859840	2862560	alors que n'oubliez pas
2862560	2864060	la base des racistes
2864060	2865240	c'est pas qui on déteste
2865240	2866020	c'est de détester
2866020	2867360	déjà l'action de détester
2867360	2868160	autre que soi
2868160	2869340	si ta haine est pure
2869340	2870460	voilà
2870460	2872260	peu importe qui
2872260	2873180	voilà
2873180	2874120	il n'y a pas de problème
2874120	2875340	toi c'est les pakistanais
2875340	2876140	moi c'est les noirs
2876140	2877420	bon ben on peut s'entendre
2877420	2878300	tu vois c'est important
2878300	2879120	cette fraternité
2879120	2879760	il faut que les gens
2879760	2880660	tu vois sinon
2880660	2881480	comment on va le renverser
2881480	2881720	le pouvoir
2881720	2882380	il y a des valeurs
2882380	2883220	il y a des valeurs
2883220	2885460	les valeurs du racisme
2885460	2886860	les valeurs du racisme
2886860	2889240	c'est bête de devoir répéter
2889240	2889960	ce genre de choses
2889960	2890660	assez simples
2890660	2891320	en 2023
2891320	2892160	alors
2892160	2893720	enfant de train
2893720	2894640	oui alors
2894640	2895300	trois petits blonds
2895300	2896460	grande famille de blonds
2896460	2897540	40 ans
2897540	2898120	le papa
2898120	2899640	on aurait dit des suédois
2899640	2900220	mais ils étaient français
2900220	2900500	bon
2900500	2901620	famille un peu parfaite
2901620	2902520	fatigué
2902520	2903520	ouais mais fatigué
2903520	2904620	et les trois gamins
2904620	2905060	sept
2905060	2905400	quatre
2905400	2905700	deux
2905700	2906620	je dirais à la louche
2906620	2906980	un
2906980	2907880	le grand
2907880	2908800	l'enfant
2908800	2910780	le garçon
2910780	2911620	quatre et deux
2911620	2911980	des filles
2911980	2912460	hurlaient
2912460	2913600	trois heures et demie
2913600	2913980	de Wigo
2913980	2914980	en permanence
2914980	2916500	il n'y a pas une seule seconde
2916500	2917360	et à chaque fois
2917360	2918560	et là je voyais vraiment
2918560	2919940	les yeux de tous mes contemporains
2919940	2920340	ils ont
2920340	2921200	moi j'avais le casque
2921200	2922740	qui est un peu réducteur de son
2922740	2923020	et tout
2923020	2924340	mais vraiment
2924340	2925680	non stop
2925680	2926280	trois heures et demie
2926280	2927200	tu voyais les parents
2927200	2929080	c'est ça que je veux te dire
2929080	2929460	le message
2929460	2930720	est-ce qu'ils étaient démissionnaires
2930720	2932720	ou est-ce qu'ils étaient contents
2932720	2933260	ils s'en foutaient
2933260	2934440	ils n'avaient plus l'air d'essayer
2934440	2935800	des fois je faisais des regards noirs
2935800	2937200	le père tentait vaguement un truc
2937200	2938700	mais c'était ce côté
2938700	2940180	ne plus essayer quoi
2940180	2940940	eux ça se voit
2940940	2941620	qu'ils ont développé
2941620	2942420	des ultrasons
2942420	2943560	et qu'ils vivent
2943560	2944500	dans ce marasme
2944500	2945320	permanent
2945320	2946220	et qu'il n'y a pas de
2946220	2946600	tu vois
2946600	2947200	ça allait
2947200	2947740	c'est un truc
2947740	2948320	c'est un truc
2948320	2949860	qui m'est pas encore arrivé
2949860	2950960	mais que j'ai constaté
2950960	2952200	avec mes potes parents
2952200	2953840	c'est qu'ils ont cette faculté
2953840	2955340	à continuer une conversation
2955340	2956700	avec douze mômes
2956700	2958220	qui hurlent sur aigu derrière
2958220	2959100	ils n'entendent plus
2959100	2959760	ce genre de choses
2959760	2960920	c'est comme tu sais
2960920	2961360	quand tu vas dans
2961360	2962680	je veux pas vous parler
2962680	2963900	des odeurs dégueulasses
2963900	2965240	mais quand on va
2965240	2966280	dans un endroit qui pue
2966280	2967240	le cerveau très vite
2967240	2968100	peut l'effacer
2968100	2969040	au début ça pue
2969040	2969660	puis après ça
2969660	2970100	tu vois
2970100	2971960	ouais mais là
2971960	2973300	on est dans un lieu
2973300	2973700	quand même
2973700	2975120	partagé
2975120	2977500	et visiblement
2977500	2978420	ils étaient aussi insuppes
2978420	2979360	c'était pas que des
2979360	2980540	horribles
2980540	2981400	et des fois
2981400	2981820	ils tentaient
2981820	2982700	en fait le truc
2982700	2983060	c'est que
2983060	2984060	est-ce que c'était pour jouer
2984060	2985060	et ils étaient heureux
2985060	2986320	ou c'était des gamins en colère
2986320	2986840	qui criaient
2986840	2987560	qui pleuraient
2987560	2988460	il y avait les deux
2988460	2989420	ça jouait
2989420	2990300	des fois la mère
2990300	2990940	en plus voilà
2990940	2992020	ils avaient la même mauvaise technique
2992020	2992680	qu'on avait nous aussi
2992680	2993600	c'est ils faisaient rien
2993600	2993960	ils faisaient rien
2993960	2994940	puis d'un coup ça montait
2994940	2996040	il y avait la pression sociale
2996040	2997800	donc ils regueulaient
2997800	2998020	tu vois
2998020	2998480	pas du tout
2998480	2999280	une manière de
2999280	2999880	tu vois la mère
2999880	3000800	la mère faisait rien
3000800	3001280	et la coupe
3001280	3001680	ça suffit
3001680	3002080	mais t'as
3002080	3003280	et puis ça repartait
3003280	3003840	et du coup
3003840	3004520	là il y avait
3004520	3005520	tu connais ce silence
3005520	3006620	de pré-pleur des enfants
3006620	3007580	tu sais ils se font hurler dessus
3007580	3009040	là ils sont en choc
3009040	3010700	après ça s'arrête
3010700	3011260	là tu te dis
3011260	3012360	oh putain je l'ai bien niqué
3012360	3013000	tout le monde est content
3013000	3013540	et là
3013540	3017700	ça monte comme ça d'un coup
3017700	3018840	je sais pas ce que c'est
3018840	3019540	ce pleur d'ailleurs
3019540	3020840	c'est je me fais crier dessus
3020840	3023180	je déteste ce pleur
3023180	3023880	de la part des enfants
3023880	3024760	je ne le comprends pas
3024760	3026060	t'as fait ta merde
3026060	3027120	tu t'es fait crier dessus
3027120	3027780	c'est quoi
3027780	3030060	c'est de la frustration
3030060	3030740	ouais mais c'est quoi
3030740	3031620	cette espèce de silence
3031620	3032480	de 15 secondes
3032480	3033520	avant de refaire partir
3033520	3034080	dans les aigus
3034080	3035200	là je m'énerve ça
3035200	3036620	et pourquoi
3036620	3037640	question
3037640	3038480	pourquoi
3038480	3041120	ils sont pas partis
3041120	3041920	avec monsieur Gâteau
3041920	3043540	faire un tour de wagon
3043540	3044720	c'est pas le même train
3044720	3045220	mais j'aurais aimé
3045220	3045940	qu'il y ait monsieur Gâteau
3045940	3047300	là ça aurait
3047300	3048360	parce qu'ils auraient
3048360	3049580	peut-être même pu
3049580	3050180	ne pas revenir
3050180	3051540	a priori
3051540	3051760	oui
3051760	3053960	avec monsieur Gâteau
3053960	3055300	ah oui ils sont où
3055300	3056520	à un moment le père
3056520	3057320	est parti avec un
3057320	3059040	et j'ai cru qu'il l'avait chargé
3059040	3059500	mais non
3059500	3060560	et alors toi
3060560	3061700	donc toi tu jettes
3061700	3062380	des regards
3062380	3063740	est-ce que tu serais allé
3063740	3064760	jusqu'à leur dire
3064760	3065540	est-ce que vous pouvez
3065540	3066460	en fait
3066460	3067520	j'allais y aller
3067520	3068200	mais le problème
3068200	3069340	c'est que j'avais pas envie
3069340	3070440	et les rares moments
3070440	3071300	où je trouvais
3071300	3072300	le courage
3072300	3073000	c'est que justement
3073000	3074020	on était tellement
3074020	3075120	à un pic d'énervement
3075120	3076140	que ce qui allait sortir
3076140	3076480	c'est me dire
3076480	3076960	vous vous occupez
3076960	3077420	de vos mômes
3077420	3077920	putain de merde
3077920	3079140	il n'y avait pas
3079140	3080600	c'était pas injuste
3080600	3081780	et le karma
3081780	3082820	donc c'est vraiment
3082820	3083820	les autres gens
3083820	3084420	qui me choquaient
3084420	3085300	parce que je les regardais
3085300	3086820	notamment en fait
3086820	3087780	c'est un carré
3087780	3088500	c'est pas un carré
3088500	3089400	du coup c'est un
3089400	3090800	c'est à six quoi
3090800	3091440	c'est trois et trois
3091440	3092900	il y avait
3092900	3093800	donc ils sont cinq
3093800	3094800	et il y a une meuf
3094800	3095760	une meuf
3095760	3096660	qui n'a rien à voir avec eux
3096660	3097960	qui n'a rien dit
3097960	3098960	mais qui elle se prend
3098960	3099900	tous les enlurements
3099900	3101720	c'est comme si c'était
3101720	3102520	la nounou de la famille
3102520	3103260	mais c'est pas la nounou
3103260	3103620	de la famille
3103620	3104240	elle avait
3104240	3105000	je te jure
3105000	3106000	la mort dans ses yeux
3106000	3107280	là ils ont créé
3107280	3108200	il y a deux trois femmes
3108200	3109720	où j'ai vu dans leurs yeux
3109720	3110560	jamais
3110560	3111480	je n'en ferai
3111480	3112420	jamais
3112420	3113320	je l'ai vu quoi
3113320	3114320	les ovaires parler
3114320	3115040	à travers les yeux
3115040	3115740	je l'ai vu
3115740	3117660	et donc j'ai failli dire
3117660	3118520	et à un moment
3118520	3119880	parce qu'en fait
3119880	3121060	le truc c'est qu'à chaque fois
3121060	3121600	que j'essayais
3121600	3122820	j'étais à deux doigts
3122820	3123500	de parler
3123500	3124280	parce que c'est mon rôle
3124280	3124560	tu sais
3124560	3125420	je vois les gens
3125420	3126020	qui le feront jamais
3126020	3126580	il faut que je le fasse
3126580	3128000	mais si j'avais cru
3128000	3130080	tu vois par exemple
3130080	3130900	si j'avais cru
3130900	3131620	que mon intervention
3131620	3132460	allait servir à quelque chose
3132460	3132900	je l'aurais fait
3132900	3133640	tu vois quand quelqu'un
3133640	3134360	a ses écouteurs
3134360	3135440	qui n'a pas d'écouteurs
3135440	3136300	il peut mettre des écouteurs
3136300	3136960	ou couper sa merde
3136960	3138360	là techniquement
3138360	3139360	c'est presque méchant
3139360	3140280	de dire ça de la part des parents
3140280	3141620	parce qu'ils ne l'ont pas
3141620	3142020	la technique
3142020	3142900	ils n'y arrivent pas
3142900	3144360	ils ne savent pas
3144360	3145060	tu vas pas leur apprendre
3145060	3145900	à éduquer leur môme
3145900	3146580	dans un
3146580	3147180	ils savent pas
3147180	3149420	j'ai envie d'écrire
3149420	3150300	j'ai envie de leur dire
3150300	3151040	mais si
3151040	3152220	tu vois ils m'auraient regardé
3152220	3152400	en mode
3152400	3153800	mais si j'avais trouvé la solution
3153800	3155880	mais j'étais partagé
3155880	3156420	parce que quand même
3156420	3156980	des fois ils avaient l'air
3156980	3157720	de rien branler quand même
3157720	3158580	parce que je ne sais pas
3158580	3159200	en fait comment
3159200	3160900	t'as sûrement un juste milieu
3160900	3161900	ils sont peut-être épuisés
3161900	3162640	ils ont plus la force
3162640	3162880	mais
3162880	3165040	s'ils avaient fait le taf avant
3165040	3166000	alors après
3166000	3166920	c'est toujours facile
3166920	3167460	moi j'en suis pas
3167460	3168120	tu dois faire gaffe
3168120	3170280	seul truc que je dis
3170280	3171840	tu dois pour les autres passagers
3171840	3172560	tu dois montrer
3172560	3173120	que t'essayes
3173120	3173460	c'est tout
3173460	3174060	exactement
3174060	3175840	si t'essayes
3175840	3176760	bon après on va te juger
3176760	3177420	en mode il est nul
3177420	3178760	mais au moins t'essayes
3178760	3179180	là ils avaient
3179180	3179780	tu vois on n'est pas
3179780	3180920	on n'est pas sur les connards
3180920	3181760	qui te jettent des regards
3181760	3182960	parce que t'as un nourrisson
3182960	3183780	qui pleure dans l'avion
3183780	3185000	c'était pas des nourrissons
3185000	3185900	c'était vraiment des petits
3185900	3186620	là on est sur des grands
3186620	3187740	ou des moyens
3187740	3189120	qui doivent savoir se tenir
3189120	3190660	s'ils sont un peu mieux éduqués que ça
3190660	3191820	ouais ils étaient gérables
3191820	3192480	ils étaient gérables
3192480	3193080	et j'ai un pote
3193080	3194620	parce que moi j'étais fini par penser
3194620	3195940	que tous les gens sont comme ça
3195940	3197340	j'ai un pote
3197340	3198240	putain il a un gamin
3198240	3199140	6-7 ans
3199140	3200360	il est intelligent ce gamin
3200360	3200640	et tout
3200640	3201760	tu le mets dans une pièce
3201760	3203680	il est là avec nous
3203680	3205020	mon pote il dit
3205020	3205660	donne lui des BD
3205660	3206480	je lui donne un lukélu
3206480	3206980	qui est un Naruto
3206980	3207520	il a lu
3207520	3208680	il a fermé sa gueule pendant deux heures
3208680	3209700	après il est venu nous parler
3209700	3211720	ouais bon gamin
3211720	3212660	mais il y en a quoi
3212660	3214240	il y en a putain de merde
3214240	3216040	il y en a
3216040	3216300	ouais
3216300	3217780	mais ok
3217780	3218300	et donc
3218300	3219560	et donc non
3219560	3220640	le seul truc
3220640	3221760	à un moment le karma
3221760	3222620	s'en est un peu occupé
3222620	3223340	et c'est là que tu vois
3223340	3224620	que l'être humain est devenu mauvais
3224620	3227400	tu deviens mauvais au bout de trois heures
3227400	3229000	il y a celle de deux ans
3229000	3229720	qui était la pire
3229720	3230160	qui à un moment
3230160	3230980	il y a une petite marche
3230980	3232720	tu sais entre le carré
3232720	3233340	dans les Ouigo
3233340	3235400	et pour elle c'est énorme
3235400	3237480	elle s'est croûtée mon gars
3237480	3238600	et vraiment
3238600	3240240	il n'y a pas une personne
3240240	3240960	qui était désolée
3240960	3242060	on s'est tous retournés
3242060	3242620	pour regarder
3242620	3243320	si genre
3243320	3244640	j'avais applaudi
3244640	3245860	pas applaudi
3245860	3246980	mais j'ai senti tout le monde
3246980	3247860	faire un yes
3247860	3248780	intérieur quoi
3248780	3249140	te lancer
3249140	3250700	te mettre debout
3250700	3251400	un slow clap
3251400	3252100	non mais
3252100	3253420	c'est quand même grave
3253420	3254720	ce que ça peut faire
3254720	3255960	un enfant qui te hurle dessus
3255960	3256280	parce que
3256280	3257580	ça peut rendre
3257580	3258960	non mais au moment précis
3258960	3259660	où elle est tombée
3259660	3260320	vraiment
3260320	3261700	il n'y a pas eu un mini
3261700	3263020	j'étais content
3263020	3264320	j'étais content
3264320	3264740	qu'elle tombe
3264740	3265760	je vais le dire
3265760	3266300	l'avouer
3266300	3269920	tu souhaitais du mal
3269920	3270880	à cet enfant
3270880	3271980	je ne souhaitais pas du mal
3271980	3272920	mais maintenant que c'était fait
3272920	3273420	je n'allais pas
3273420	3274360	imagine
3274360	3276300	tu as 96 heures d'oxygène
3276300	3277300	et tu es avec ces trois gamins
3277300	3278000	dans un sous-marin
3278000	3279580	qu'est-ce que tu fais ?
3279580	3279960	quand même
3279960	3280760	il faut sauver les enfants
3280760	3281180	mais
3281180	3285540	mais peut-être pas quand même
3285540	3286160	après
3286160	3286940	si les auramèles
3286940	3287540	moi après
3287540	3289640	je ne sais pas
3289640	3290520	en fait
3290520	3291420	je suis contre
3291420	3291900	cette histoire
3291900	3292840	de les femmes et les enfants
3292840	3293380	c'est bon
3293380	3294240	on n'est plus dans la survie
3294240	3294680	de l'espèce
3294680	3295180	ils ont peut-être
3295180	3295820	même moins de chance
3295820	3297380	qu'ils aillent se faire
3297380	3297660	en cul
3297660	3298200	finalement
3298200	3299440	très bien
3299440	3300860	est-ce que c'est encore
3300860	3301380	d'actualité
3301380	3302060	les femmes et les enfants
3302060	3302360	d'abord
3302360	3303200	en cas de naufrage
3303200	3305020	je n'en sais rien
3305020	3306540	déjà
3306540	3307200	est-ce qu'on arrive
3307200	3308000	à ce stade
3308000	3309460	où il reste vraiment
3309460	3310040	qu'un
3310040	3311300	s'il faut en sauver
3311300	3311860	en priorité
3311860	3312520	tu sauves tout le monde
3312520	3313460	mais je crois quand même
3313460	3314320	que tu sauves les enfants
3314320	3315340	mais moi je serais vraiment ce gain
3315340	3316180	il faudrait faire un sketch
3316180	3316480	là-dessus
3316480	3317300	il y a le truc
3317300	3318220	les trucs arrivent
3318220	3319520	ça dit les femmes et les enfants
3319520	3319840	d'abord
3319840	3321100	et je lance le vote
3321100	3321540	en mode
3321540	3322200	sérieux les gars
3322200	3324400	sur sûr quoi
3324400	3325640	parce qu'on est plus fort qu'elles
3325640	3326460	enfin vraiment juste
3326460	3327280	je lance l'idée
3327280	3328640	qu'on peut leur péter la gueule
3328640	3329540	et aller dans les radeaux
3329540	3330540	genre qu'est-ce que vous en pensez
3330540	3331680	t'aurais été incroyable
3331680	3332360	sur le Titanic
3332360	3335280	non mais je lance l'idée quoi
3335280	3336480	est-ce que cette règle
3336480	3337160	est d'actualité
3337160	3338920	et où sont les féministes
3338920	3339820	actuellement
3339820	3340580	voilà
3340580	3341340	c'est vrai
3341340	3342740	qu'on parle un petit peu
3342740	3343760	de cette histoire de parité
3343760	3345080	et je propose plutôt
3345080	3346340	un truc
3346340	3347680	voilà
3347680	3348380	du hasard
3348380	3349580	savoir un concours de bite
3349580	3351240	donc les enfants
3351240	3354000	fais attention
3354000	3354900	en 2023
3354900	3356260	tu risquerais d'être surpris
3356260	3356660	putain
3356660	3357300	ça serait incroyable
3357300	3358640	qu'une femme hyper féminine
3358640	3358900	fasse
3358900	3359440	eh ben tiens
3359440	3360180	pef
3360180	3361940	50 centimètres de gigot
3361940	3364400	et toi tu te retrouves
3364400	3365640	sur ton petit bateau
3365640	3366060	qui coule
3366060	3367020	je suis con
3367020	3368040	mais je m'en veux
3368040	3368580	je m'en veux
3368580	3369500	je savais
3369500	3370300	je savais
3370300	3371320	qu'on m'avait dit
3371320	3372080	13 centimètres
3372080	3372480	c'est beaucoup
3372480	3373540	ce n'est pas beaucoup
3373540	3375080	ce n'est pas la moyenne française
3375080	3375740	qui disait
3375740	3377260	tout seul dans son radeau
3377260	3378120	la moyenne française
3378120	3378860	qui disait
3378860	3380100	n'importe quoi
3380100	3383300	chiffre truqué
3383300	3385420	voilà
3385420	3386740	j'ai un dernier
3386740	3387460	j'ai un dernier sujet
3387460	3388360	écoute
3388360	3389320	j'en ai deux autres
3389320	3390160	pas urgents
3390160	3391560	donc je peux t'en parler
3391560	3392320	tu m'en parles
3392320	3393620	on s'en parle la prochaine fois
3393620	3394520	allez
3394520	3395420	moi c'est un petit jeu
3395420	3396240	c'est ludique
3396240	3396920	c'est un petit jeu
3396920	3397880	que vous pouvez faire chez vous
3397880	3400000	j'ai inventé hier
3400000	3401380	ce que j'appelle
3401380	3402660	le jeu des objets
3402660	3403080	ok
3403080	3404340	tu me dis
3404340	3405140	actuellement
3405140	3406080	un objet
3406080	3406560	que
3406560	3407580	enfin tu me
3407580	3409320	tu me dis un objet
3409320	3409880	que tu as
3409880	3410800	ou tu n'as pas chez toi
3410800	3411420	mais toi tu dis
3411420	3411860	que tu l'as
3411860	3412660	tu dis chez moi
3412660	3413280	il y a
3413280	3414460	un truc bizarre
3414460	3415960	et moi je te dis
3415960	3417360	soit je te dis
3417360	3418100	ok j'y crois
3418100	3418800	t'as gagné un point
3418800	3420140	t'as pas besoin
3420140	3420620	de me le prouver
3420620	3421520	soit je te dis
3421520	3422320	ah non tu bluffs
3422320	3423920	et tu dois me montrer
3423920	3424400	en visio
3424400	3424880	en photo
3424880	3425660	que t'as l'objet
3425660	3426480	et si
3426480	3429060	tu l'as
3429060	3429940	effectivement j'ai perdu
3429940	3430640	sinon c'est toi
3430640	3431900	après il y a un système
3431900	3432300	de points
3432300	3433740	c'est pas mal
3433740	3434500	j'ai pensé hier
3434500	3435600	d'accord
3435600	3436560	parce que j'ai acheté
3436560	3437040	un times up
3437040	3437900	en plus je me suis fait
3437900	3438040	en cul
3438040	3438920	j'ai acheté le times up
3438920	3439800	et non pas le times up
3439800	3440980	le codenames
3440980	3441400	que j'adore
3441400	3442220	et codenames duo
3442220	3443180	et je me suis fait
3443180	3444440	le vendeur était sympa
3444440	3445200	il m'a vendu un autre jeu
3445200	3445940	je sais pas s'il va être bien
3445940	3446400	bon bref
3446400	3447360	j'ai acheté des jeux
3447360	3447800	pour cet été
3447800	3448740	et moi j'invente
3448740	3449340	le times up
3449340	3450420	c'est vrai que c'est
3450420	3451680	con d'acheter un
3451680	3452220	non c'est con
3452220	3453060	mais codenames
3453060	3454080	pareil je me suis dit
3454080	3454440	c'est con
3454440	3454900	mais finalement
3454900	3455380	j'aime bien
3455380	3456320	tu vois ce que c'est codenames
3456320	3457400	oui je vois tout à fait
3457400	3458980	mais je comprends un peu plus
3464500	3465420	en gros c'est un peu
3465420	3466100	comme pyramide
3466100	3466520	il y a des mots
3466520	3467380	et tu dois faire deviner
3467380	3467980	à tes potes
3467980	3469020	il y a des mots
3469020	3470120	il y a genre 16 mots
3470120	3471620	et toi dans ces 16 mots
3471620	3473740	tu peux en prendre un
3473740	3474420	pour en faire deviner
3474420	3474900	deux ou trois
3474900	3476360	et il y a des gens brillants
3476360	3477040	je sais pas si t'en as vu
3477040	3478180	qui sont nuls à ce jeu
3478180	3478760	mon grand frère
3478760	3479700	il est très intelligent
3479700	3480400	il a joué
3480400	3482400	mais une bus mon gars
3482400	3483620	c'est là que tu vois
3483620	3484000	qu'il y a vraiment
3484000	3484600	des cerveaux
3484600	3486540	qui sont foutus différemment
3486540	3488040	parce qu'il y a des évidences
3488040	3488840	et il y a des gens
3488840	3489760	qui font des connexions
3489760	3490900	qui n'ont aucun sens
3490900	3491340	nuls
3491340	3493160	ça va jouer assez bien
3493160	3493920	à ce jeu
3493920	3495020	Times Up
3495020	3495480	on est d'accord
3495480	3496900	que c'est juste une boîte
3496900	3497620	avec des noms dedans
3497620	3498580	et toi tu dois les mimer
3498580	3499200	ou les imiter
3499200	3499560	ouais ouais
3499560	3500200	mais Times Up
3500200	3500640	j'ai arrêté
3500640	3501420	mais alors code name
3501420	3502160	c'est vraiment du vol
3502160	3502340	mais tu vois
3502340	3503060	j'en avais un
3503060	3503580	tu vois
3503580	3504640	mon grand frère par exemple
3504640	3506340	je dis Hydravion en deux
3506340	3507580	et il y avait Pilote
3507580	3508480	et Atlantique
3508480	3509220	et rien d'autre
3509220	3509560	qui va
3509560	3510280	et je te jure
3510280	3512060	toute la table
3512060	3512780	disait
3512780	3513520	c'est évident
3513520	3514180	et lui il était là
3514180	3514900	à regarder tous les mots
3514900	3516120	et il n'a pas dit
3516120	3517020	ni Pilote ni Atlantique
3517020	3519500	alors que c'était pas mal
3519500	3520080	Hydravion
3520080	3521260	Pilote Atlantique
3521260	3521620	bien sûr
3521620	3522040	c'était genre
3522040	3522780	tout le monde était là
3522780	3524140	même j'étais un peu vexé
3524140	3524640	parce que tout le monde
3524640	3525160	disait
3525160	3525580	ah mais dis donc
3525580	3526780	en gros pour Urbain
3526780	3527260	c'est pas mal
3527260	3527720	tu vois
3527720	3528200	en gros
3528200	3530280	il y avait un vrai côté
3530280	3531920	mais en tout cas
3531920	3534280	c'est un plaisir simple
3534280	3535400	mais j'étais en famille
3535400	3536560	un bon petit jeu de société
3536560	3538080	et bien les pubs Ravensburger
3538080	3539120	nous ont pas totalement menti
3539120	3540480	c'est des bons moments
3540480	3541180	c'est des bons moments
3541180	3542080	je suis un peu surpris
3542080	3543240	je te pensais
3543240	3544540	moi j'avoue que je suis assez
3544540	3546520	assez peu jeu de société
3546520	3548360	ça me casse très vite les couilles
3548360	3549680	je l'ai fait avec la famille
3549680	3550680	de ma meuf
3550680	3551780	je l'ai fait en famille
3551780	3553380	quand on connait un peu
3553380	3554140	je sais pas
3554140	3555260	c'est cliché ce que je vais dire
3555260	3556440	mais c'est marrant
3556440	3557820	c'est vraiment démon
3557820	3559260	c'est un très bon moment
3559260	3562100	c'est bien mon vieux
3562100	3563120	ok ça y est
3563120	3563700	je viens de descendre
3563700	3564600	un petit peu dans mon estime
3564600	3565640	faut que je sois le cynique
3565640	3565940	c'est ça
3565940	3566660	faut que je sois comme vous
3566660	3567920	je n'aime rien
3567920	3569580	j'aime les jeux
3569580	3570160	j'aime bien
3570160	3571420	cette nouvelle saison
3571420	3572600	avec moi le dégueulasse
3572600	3573280	et toi le gentil
3573280	3575160	il y a peut-être une inversion d'épaule
3575160	3576060	qui est le gentil
3576060	3577160	alors que c'est toi
3577160	3578640	qui crée une famille
3578640	3579820	c'est toi qui crée une famille
3579820	3580600	c'est toi qui est
3580600	3581780	ils feront des jeux de société
3581780	3582280	entre elles
3582280	3584280	bon voilà
3584280	3584880	alors vas-y
3584880	3586960	alors chez moi
3586960	3587940	il y a
3587940	3589200	une lanterne
3589200	3590020	comme les mineurs
3590020	3591620	quand ils allaient dans les mines
3591620	3593320	au 18ème siècle
3593320	3594920	c'est faux
3594920	3595700	c'est un bluff
3595700	3596780	ouais c'est vrai
3596780	3597780	elle est à côté de ma télé
3597780	3598960	et bah photo
3598960	3599560	envoie moi une photo
3599560	3600520	sur Whatsapp maintenant
3600520	3604240	merde il m'a eu
3604240	3605820	c'était un bluff
3605820	3607100	non c'était pas un bluff
3607100	3608260	putain j'aurais dû voir
3608260	3609140	que c'était pas un bluff
3609140	3609600	dès le début
3609600	3610900	elle est envoyée
3610900	3611240	hop
3611240	3613060	à toi
3613060	3614460	chez moi
3614460	3615140	il y a
3615140	3616720	une reproduction
3616720	3618380	du bâton de Gandalf
3618380	3620260	que j'ai acheté
3620260	3621540	200 euros
3621540	3624900	un bâton
3624900	3626360	un bâton
3626360	3626940	tu veux dire
3626940	3628240	le staff de Gandalf
3628240	3628780	mais taille
3628780	3630340	à échelle
3630340	3631380	il fait plus de
3631380	3632820	il fait plus de 2 mètres
3632820	3636840	oh là là là
3636840	3637460	c'est dur
3637460	3639160	je dirais
3639160	3640000	alors écoute
3640000	3640260	c'est
3640260	3644620	ça me paraît cher
3644620	3645340	non je vais dire oui
3645340	3645860	je pense que
3645860	3646920	t'as trouvé ça
3646920	3647660	je dis oui
3647660	3648080	c'est vrai
3648080	3650860	c'est vrai
3650860	3652180	c'est une histoire
3652180	3653840	c'est une histoire
3653840	3654860	est-ce qu'il fait de la lumière
3654860	3656460	il fait de la lumière
3656460	3658680	je viens de vous l'envoyer
3658680	3662680	oh la fache
3662680	3664580	alors c'est une histoire
3664580	3665920	que certains ont peut-être vu
3665920	3667200	à la Topito Comedy Night
3667200	3668540	qui est en train de devenir un sketch
3668540	3668760	mais
3668760	3670320	après mon spectacle
3670320	3670880	la balance
3670880	3672180	je me suis fait embarquer
3672180	3672720	par un gars
3672720	3673600	qui ressemblait
3673600	3675060	au frère
3675060	3676940	tu vois le sidekick
3676940	3677660	de Edward Norton
3677660	3678700	dans American History X
3678700	3679220	son pote
3679220	3680120	vraiment très gros
3680120	3681200	chauve et raciste là
3681200	3681980	ouais ouais ouais
3681980	3683040	sausie de ça
3683040	3684180	on boit des coups
3684180	3685080	le gars me dit
3685080	3685920	j'ai une boutique
3685920	3686740	du Seigneur des Anneaux
3686740	3688120	je rentre dans son van
3688120	3689160	à une heure du match
3689160	3689960	je vais conduire
3689960	3690640	par un gros chauve
3690640	3691340	dans un van
3691340	3693260	il m'emmène dans son truc
3693260	3694700	je suis totalement torché
3694700	3695080	bon bref
3695080	3696580	l'histoire sera bien mieux racontée
3696580	3697500	dans le sketch
3697500	3698800	avec plus de blagues et tout
3698800	3700100	mais j'ai acheté cette merde
3700100	3700640	de 100 euros
3700640	3701520	et j'ai dû me trimballer
3701520	3703260	il t'a fait un prix ?
3703260	3704320	non non c'est pas un prix
3704320	3704520	c'est
3704520	3707480	j'ai compris qu'il m'avait enculé
3707480	3708200	quand il a commencé
3708200	3709180	à me filer des trucs gratuits
3709180	3709600	avec
3709600	3710400	t'as à prendre des pierres
3710400	3710980	prendre des trucs
3710980	3711520	tu vois
3711520	3712880	bon bref
3712880	3713560	il y a toute une histoire
3713560	3713940	qui arrive
3713940	3714740	donc ça aurait fait
